Country;iso3;year;month;type;expected.mean;acm.mean;excess.mean*;cumul.excess.mean*;cumul.excess.low*;cumul.excess.high*
Qatar;QAT;2020;1;reported;312;305;-7;-7;-20;6
Qatar;QAT;2020;2;reported;305;315;10;3;-16;22
Qatar;QAT;2020;3;reported;301;351;50;53;29;77
Qatar;QAT;2020;4;reported;300;264;-36;17;-11;45
Qatar;QAT;2020;5;reported;300;378;78;95;63;126
Qatar;QAT;2020;6;reported;292;482;190;285;250;321
Qatar;QAT;2020;7;reported;285;428;143;428;389;466
Qatar;QAT;2020;8;reported;284;332;48;476;434;516
Qatar;QAT;2020;9;reported;291;343;52;528;486;571
Qatar;QAT;2020;10;reported;301;359;58;586;542;632
Qatar;QAT;2020;11;reported;309;267;-42;544;495;591
Qatar;QAT;2020;12;reported;310;351;41;585;530;635
Qatar;QAT;2021;1;reported;309;337;28;613;558;667
Qatar;QAT;2021;2;reported;302;283;-19;594;535;650
Qatar;QAT;2021;3;reported;298;397;99;693;630;754
Qatar;QAT;2021;4;reported;297;628;331;1024;962;1088
Qatar;QAT;2021;5;reported;297;434;137;1161;1095;1223
Qatar;QAT;2021;6;reported;290;364;74;1235;1166;1301
Qatar;QAT;2021;7;reported;282;332;50;1285;1218;1354
Qatar;QAT;2021;8;reported;282;351;69;1354;1284;1425
Qatar;QAT;2021;9;reported;288;267;-21;1333;1258;1405
Qatar;QAT;2021;10;reported;298;342;44;1376;1303;1452
Qatar;QAT;2021;11;reported;307;323;16;1392;1317;1468
Qatar;QAT;2021;12;reported;308;351;43;1436;1358;1514
Romania;ROU;2020;1;reported;24055;23844;-212;-212;-1093;590
Romania;ROU;2020;2;reported;23607;22159;-1449;-1661;-3009;-281
Romania;ROU;2020;3;reported;23243;22737;-508;-2169;-3762;-476
Romania;ROU;2020;4;reported;21848;21940;90;-2079;-3995;-145
Romania;ROU;2020;5;reported;20709;20889;179;-1900;-4106;389
Romania;ROU;2020;6;reported;20104;21004;898;-1002;-3318;1380
Romania;ROU;2020;7;reported;19872;22327;2453;1451;-1112;4081
Romania;ROU;2020;8;reported;19548;23291;3742;5193;2532;7773
Romania;ROU;2020;9;reported;19477;21797;2318;7512;4643;10303
Romania;ROU;2020;10;reported;20965;27607;6641;14153;11097;17005
Romania;ROU;2020;11;reported;22265;34863;12597;26750;23475;29967
Romania;ROU;2020;12;reported;24006;34422;10415;37164;33908;40545
Romania;ROU;2021;1;reported;24037;29664;5627;42791;39533;46221
Romania;ROU;2021;2;reported;23579;24177;598;43389;39834;47022
Romania;ROU;2021;3;reported;23197;29759;6561;49950;46234;53754
Romania;ROU;2021;4;reported;21807;29896;8089;58039;54112;62101
Romania;ROU;2021;5;reported;20671;24321;3650;61690;57687;65769
Romania;ROU;2021;6;reported;20065;21284;1219;62908;58859;67037
Romania;ROU;2021;7;reported;19841;21318;1477;64385;60018;68854
Romania;ROU;2021;8;reported;19508;20709;1201;65587;61037;70317
Romania;ROU;2021;9;reported;19442;25294;5852;71439;66663;76312
Romania;ROU;2021;10;reported;20975;46472;25497;96936;92082;101881
Romania;ROU;2021;11;reported;22211;36455;14244;111180;105984;116008
Romania;ROU;2021;12;reported;23961;26181;2220;113400;108288;118702
Russian Federation;RUS;2020;1;reported;151589;161007;9411;9411;4784;13734
Russian Federation;RUS;2020;2;reported;151441;147290;-4159;5252;-1191;11723
Russian Federation;RUS;2020;3;reported;150756;154923;4160;9412;1466;17718
Russian Federation;RUS;2020;4;reported;149229;152500;3263;12675;2888;22111
Russian Federation;RUS;2020;5;reported;147202;173282;26073;38748;28010;49156
Russian Federation;RUS;2020;6;reported;144561;168436;23867;62615;50459;74182
Russian Federation;RUS;2020;7;reported;142568;176450;33875;96490;83501;108533
Russian Federation;RUS;2020;8;reported;141028;161630;20594;117084;102979;130004
Russian Federation;RUS;2020;9;reported;141218;165758;24533;141617;126260;154702
Russian Federation;RUS;2020;10;reported;143293;215818;72518;214135;197714;227846
Russian Federation;RUS;2020;11;reported;146380;228544;82156;296291;279949;310816
Russian Federation;RUS;2020;12;reported;149095;232948;83846;380137;363470;395097
Russian Federation;RUS;2021;1;reported;149123;222794;73660;453797;436579;470350
Russian Federation;RUS;2021;2;reported;148898;170500;21591;475387;457279;492904
Russian Federation;RUS;2021;3;reported;148223;177021;28787;504174;484092;522445
Russian Federation;RUS;2021;4;reported;146729;163091;16350;520524;500466;540115
Russian Federation;RUS;2021;5;reported;144666;171292;26615;547139;526563;567224
Russian Federation;RUS;2021;6;reported;142163;188462;46287;593426;572592;613614
Russian Federation;RUS;2021;7;reported;139886;218473;78575;672001;651077;692964
Russian Federation;RUS;2021;8;reported;138539;208832;70281;742282;720184;763614
Russian Federation;RUS;2021;9;reported;138818;204030;65201;807483;784795;830213
Russian Federation;RUS;2021;10;reported;140910;266343;125422;932905;908314;956212
Russian Federation;RUS;2021;11;reported;143800;242330;98519;1031423;1006365;1055913
Russian Federation;RUS;2021;12;reported;146673;208426;61741;1093165;1066970;1119372
Rwanda;RWA;2020;1;predicted;5405;5500;95;95;-1198;1559
Rwanda;RWA;2020;2;predicted;5421;5299;-121;-26;-1882;2029
Rwanda;RWA;2020;3;predicted;5415;5035;-380;-406;-2791;2142
Rwanda;RWA;2020;4;predicted;5445;4647;-799;-1205;-3818;1598
Rwanda;RWA;2020;5;predicted;5402;4891;-511;-1716;-4560;1256
Rwanda;RWA;2020;6;predicted;5420;5059;-361;-2077;-5240;1197
Rwanda;RWA;2020;7;predicted;5414;5273;-141;-2218;-5597;1505
Rwanda;RWA;2020;8;predicted;5395;5490;95;-2123;-5806;2046
Rwanda;RWA;2020;9;predicted;5385;5500;115;-2008;-5979;2105
Rwanda;RWA;2020;10;predicted;5387;5454;67;-1940;-6502;2766
Rwanda;RWA;2020;11;predicted;5414;5521;108;-1833;-6568;3229
Rwanda;RWA;2020;12;predicted;5402;5565;163;-1670;-6799;3643
Rwanda;RWA;2021;1;predicted;5459;5813;354;-1316;-6744;4234
Rwanda;RWA;2021;2;predicted;5479;5608;129;-1187;-6553;4188
Rwanda;RWA;2021;3;predicted;5468;5466;-2;-1188;-6672;4604
Rwanda;RWA;2021;4;predicted;5490;5352;-138;-1326;-7102;4577
Rwanda;RWA;2021;5;predicted;5460;5283;-176;-1502;-7387;4599
Rwanda;RWA;2021;6;predicted;5473;5615;143;-1360;-7172;5166
Rwanda;RWA;2021;7;predicted;5462;6165;703;-656;-6746;5886
Rwanda;RWA;2021;8;predicted;5444;5937;493;-163;-6466;6629
Rwanda;RWA;2021;9;predicted;5439;5771;332;168;-6237;6970
Rwanda;RWA;2021;10;predicted;5440;5572;132;300;-6248;7089
Rwanda;RWA;2021;11;predicted;5472;5518;46;346;-6372;7395
Rwanda;RWA;2021;12;predicted;5454;5637;183;528;-6413;7732
Saudi Arabia;SAU;2020;1;predicted;12928;13029;101;101;-3190;3864
Saudi Arabia;SAU;2020;2;predicted;12741;12347;-394;-292;-4831;4832
Saudi Arabia;SAU;2020;3;predicted;12476;12296;-180;-473;-5723;5619
Saudi Arabia;SAU;2020;4;predicted;12163;12666;502;29;-6385;6397
Saudi Arabia;SAU;2020;5;predicted;11831;14026;2195;2224;-5083;10249
Saudi Arabia;SAU;2020;6;predicted;11632;16107;4475;6699;-1999;16187
Saudi Arabia;SAU;2020;7;predicted;11532;15573;4041;10740;657;20958
Saudi Arabia;SAU;2020;8;predicted;11578;14318;2739;13479;2777;24407
Saudi Arabia;SAU;2020;9;predicted;11693;13493;1800;15279;3863;27190
Saudi Arabia;SAU;2020;10;predicted;12036;13093;1057;16336;4558;28481
Saudi Arabia;SAU;2020;11;predicted;12430;13192;762;17098;4156;29866
Saudi Arabia;SAU;2020;12;predicted;12742;13163;421;17519;4136;31047
Saudi Arabia;SAU;2021;1;predicted;13151;13030;-121;17397;4208;31480
Saudi Arabia;SAU;2021;2;predicted;12953;12587;-366;17031;3686;32091
Saudi Arabia;SAU;2021;3;predicted;12692;12890;198;17229;3445;32160
Saudi Arabia;SAU;2021;4;predicted;12365;13070;705;17934;3627;33639
Saudi Arabia;SAU;2021;5;predicted;12034;13481;1447;19381;4638;35166
Saudi Arabia;SAU;2021;6;predicted;11825;13737;1912;21293;5719;37957
Saudi Arabia;SAU;2021;7;predicted;11726;14144;2418;23711;8005;40136
Saudi Arabia;SAU;2021;8;predicted;11764;14205;2441;26152;10326;43290
Saudi Arabia;SAU;2021;9;predicted;11885;13092;1207;27359;11707;44941
Saudi Arabia;SAU;2021;10;predicted;12241;12989;748;28107;12165;46587
Saudi Arabia;SAU;2021;11;predicted;12643;13560;917;29024;12531;47454
Saudi Arabia;SAU;2021;12;predicted;12952;14198;1247;30271;13742;48941
Sudan;SDN;2020;1;predicted;21267;21408;141;141;-5014;6097
Sudan;SDN;2020;2;predicted;20920;20681;-239;-98;-7873;9228
Sudan;SDN;2020;3;predicted;20261;18922;-1338;-1436;-10423;9478
Sudan;SDN;2020;4;predicted;20043;19293;-749;-2186;-12551;10232
Sudan;SDN;2020;5;predicted;19745;21866;2122;-64;-11442;12601
Sudan;SDN;2020;6;predicted;19789;23535;3746;3682;-9285;18575
Sudan;SDN;2020;7;predicted;19798;23175;3377;7059;-7426;23258
Sudan;SDN;2020;8;predicted;19950;22614;2664;9723;-6185;27156
Sudan;SDN;2020;9;predicted;19851;21334;1483;11205;-5558;29358
Sudan;SDN;2020;10;predicted;19922;20575;653;11858;-5831;31684
Sudan;SDN;2020;11;predicted;20545;22902;2356;14214;-5496;35039
Sudan;SDN;2020;12;predicted;20692;22795;2104;16318;-4430;38765
Sudan;SDN;2021;1;predicted;21417;23820;2403;18721;-2619;40879
Sudan;SDN;2021;2;predicted;21056;23176;2120;20841;-517;44801
Sudan;SDN;2021;3;predicted;20375;23564;3189;24030;1700;48893
Sudan;SDN;2021;4;predicted;20178;23078;2901;26930;2919;52319
Sudan;SDN;2021;5;predicted;19874;22588;2714;29644;5011;56520
Sudan;SDN;2021;6;predicted;19925;23904;3979;33623;8334;62508
Sudan;SDN;2021;7;predicted;19929;23088;3159;36782;10838;66353
Sudan;SDN;2021;8;predicted;20083;22617;2534;39316;11305;71005
Sudan;SDN;2021;9;predicted;20006;22553;2547;41863;13342;75280
Sudan;SDN;2021;10;predicted;20043;22731;2687;44550;15394;78487
Sudan;SDN;2021;11;predicted;20694;23031;2337;46887;16432;78145
Sudan;SDN;2021;12;predicted;20836;23253;2416;49303;17778;82137
Senegal;SEN;2020;1;predicted;7363;7624;261;261;-1708;2653
Senegal;SEN;2020;2;predicted;7202;7318;116;377;-2260;3422
Senegal;SEN;2020;3;predicted;7173;6823;-350;27;-3263;3720
Senegal;SEN;2020;4;predicted;7073;6474;-600;-573;-4261;3512
Senegal;SEN;2020;5;predicted;7073;6921;-151;-724;-4905;3743
Senegal;SEN;2020;6;predicted;7108;7495;387;-337;-5116;4651
Senegal;SEN;2020;7;predicted;7228;8682;1454;1117;-4401;6792
Senegal;SEN;2020;8;predicted;7238;8101;863;1980;-3484;8073
Senegal;SEN;2020;9;predicted;7258;7525;267;2247;-3620;8536
Senegal;SEN;2020;10;predicted;7202;7158;-44;2202;-4092;8966
Senegal;SEN;2020;11;predicted;7269;7212;-57;2145;-4546;9239
Senegal;SEN;2020;12;predicted;7340;7766;426;2571;-4075;10087
Senegal;SEN;2021;1;predicted;7360;8354;994;3564;-3242;11455
Senegal;SEN;2021;2;predicted;7195;8429;1234;4799;-2292;13397
Senegal;SEN;2021;3;predicted;7166;8227;1061;5860;-1750;14291
Senegal;SEN;2021;4;predicted;7069;7706;637;6497;-1393;14840
Senegal;SEN;2021;5;predicted;7068;7588;521;7018;-1468;15813
Senegal;SEN;2021;6;predicted;7104;7638;534;7552;-883;16395
Senegal;SEN;2021;7;predicted;7224;8767;1543;9095;68;18724
Senegal;SEN;2021;8;predicted;7232;8873;1641;10737;1652;20735
Senegal;SEN;2021;9;predicted;7252;7638;386;11123;1336;20846
Senegal;SEN;2021;10;predicted;7196;7164;-31;11091;1169;21256
Senegal;SEN;2021;11;predicted;7262;7270;7;11099;925;21152
Senegal;SEN;2021;12;predicted;7336;7411;75;11174;722;21556
Singapore;SGP;2020;1;reported;1795;2091;296;296;237;352
Singapore;SGP;2020;2;reported;1805;1762;-43;253;163;343
Singapore;SGP;2020;3;reported;1822;1891;69;321;207;432
Singapore;SGP;2020;4;reported;1846;1913;67;388;250;514
Singapore;SGP;2020;5;reported;1873;1874;1;389;232;537
Singapore;SGP;2020;6;reported;1885;1761;-124;265;92;431
Singapore;SGP;2020;7;reported;1880;1759;-121;144;-42;326
Singapore;SGP;2020;8;reported;1851;1860;9;153;-38;335
Singapore;SGP;2020;9;reported;1820;1751;-69;84;-126;288
Singapore;SGP;2020;10;reported;1814;1770;-44;40;-192;249
Singapore;SGP;2020;11;reported;1819;1771;-48;-8;-239;214
Singapore;SGP;2020;12;reported;1830;1851;21;13;-233;242
Singapore;SGP;2021;1;reported;1835;1871;36;49;-212;288
Singapore;SGP;2021;2;reported;1843;1769;-74;-25;-284;232
Singapore;SGP;2021;3;reported;1864;1924;60;35;-253;296
Singapore;SGP;2021;4;reported;1885;1938;53;87;-200;373
Singapore;SGP;2021;5;reported;1911;1975;64;152;-165;436
Singapore;SGP;2021;6;reported;1924;1937;13;165;-160;469
Singapore;SGP;2021;7;reported;1918;1998;80;244;-88;556
Singapore;SGP;2021;8;reported;1892;1967;75;319;-18;640
Singapore;SGP;2021;9;reported;1862;1965;103;423;85;763
Singapore;SGP;2021;10;reported;1851;2492;641;1064;712;1401
Singapore;SGP;2021;11;reported;1853;2349;496;1560;1198;1906
Singapore;SGP;2021;12;reported;1870;2107;237;1797;1422;2159
Solomon Islands;SLB;2020;1;predicted;404;406;2;2;-110;139
Solomon Islands;SLB;2020;2;predicted;405;395;-9;-8;-171;184
Solomon Islands;SLB;2020;3;predicted;405;410;5;-3;-206;225
Solomon Islands;SLB;2020;4;predicted;405;398;-7;-10;-243;255
Solomon Islands;SLB;2020;5;predicted;407;416;10;-1;-255;286
Solomon Islands;SLB;2020;6;predicted;408;427;20;19;-255;356
Solomon Islands;SLB;2020;7;predicted;409;425;16;35;-268;366
Solomon Islands;SLB;2020;8;predicted;408;431;23;58;-269;420
Solomon Islands;SLB;2020;9;predicted;407;428;22;79;-260;459
Solomon Islands;SLB;2020;10;predicted;405;425;20;99;-260;494
Solomon Islands;SLB;2020;11;predicted;405;418;13;113;-272;521
Solomon Islands;SLB;2020;12;predicted;404;417;13;126;-277;563
Solomon Islands;SLB;2021;1;predicted;413;425;12;138;-287;594
Solomon Islands;SLB;2021;2;predicted;414;432;18;156;-296;636
Solomon Islands;SLB;2021;3;predicted;415;429;15;170;-307;668
Solomon Islands;SLB;2021;4;predicted;415;436;20;191;-292;715
Solomon Islands;SLB;2021;5;predicted;416;447;32;223;-289;764
Solomon Islands;SLB;2021;6;predicted;417;460;43;265;-256;802
Solomon Islands;SLB;2021;7;predicted;418;473;55;321;-234;896
Solomon Islands;SLB;2021;8;predicted;418;453;35;356;-210;940
Solomon Islands;SLB;2021;9;predicted;416;460;44;400;-185;1011
Solomon Islands;SLB;2021;10;predicted;415;456;42;442;-157;1082
Solomon Islands;SLB;2021;11;predicted;414;455;41;482;-140;1131
Solomon Islands;SLB;2021;12;predicted;413;455;41;524;-133;1214
Sierra Leone;SLE;2020;1;predicted;5489;5568;79;79;-1303;1793
Sierra Leone;SLE;2020;2;predicted;5404;5449;46;125;-1937;2316
Sierra Leone;SLE;2020;3;predicted;5390;5392;2;127;-2366;2941
Sierra Leone;SLE;2020;4;predicted;5378;5089;-290;-163;-3074;2914
Sierra Leone;SLE;2020;5;predicted;5431;5741;310;147;-3198;3647
Sierra Leone;SLE;2020;6;predicted;5466;5821;355;502;-3268;4322
Sierra Leone;SLE;2020;7;predicted;5517;5846;329;831;-2934;5123
Sierra Leone;SLE;2020;8;predicted;5515;5787;272;1103;-3243;5649
Sierra Leone;SLE;2020;9;predicted;5510;5716;206;1309;-3500;6224
Sierra Leone;SLE;2020;10;predicted;5491;5575;84;1393;-3429;6539
Sierra Leone;SLE;2020;11;predicted;5473;5438;-35;1358;-3982;7004
Sierra Leone;SLE;2020;12;predicted;5457;5562;105;1464;-3775;7153
Sierra Leone;SLE;2021;1;predicted;5364;5551;187;1651;-4061;7524
Sierra Leone;SLE;2021;2;predicted;5284;5365;81;1732;-4062;8050
Sierra Leone;SLE;2021;3;predicted;5271;5417;145;1878;-4108;8248
Sierra Leone;SLE;2021;4;predicted;5260;5285;25;1903;-4437;8682
Sierra Leone;SLE;2021;5;predicted;5307;5290;-17;1886;-4707;8853
Sierra Leone;SLE;2021;6;predicted;5346;5629;282;2168;-4694;9081
Sierra Leone;SLE;2021;7;predicted;5395;5704;309;2477;-4548;9563
Sierra Leone;SLE;2021;8;predicted;5389;5448;59;2536;-4498;9757
Sierra Leone;SLE;2021;9;predicted;5377;5348;-28;2508;-4781;9974
Sierra Leone;SLE;2021;10;predicted;5373;5299;-74;2433;-5152;10079
Sierra Leone;SLE;2021;11;predicted;5343;5358;15;2448;-5095;10267
Sierra Leone;SLE;2021;12;predicted;5334;5645;311;2759;-4856;10604
El Salvador;SLV;2020;1;reported;3413;4545;1132;1132;845;1397
El Salvador;SLV;2020;2;reported;3392;3102;-290;842;472;1216
El Salvador;SLV;2020;3;reported;3400;2610;-790;52;-421;524
El Salvador;SLV;2020;4;reported;3437;1906;-1531;-1479;-2066;-924
El Salvador;SLV;2020;5;reported;3485;2082;-1403;-2883;-3530;-2238
El Salvador;SLV;2020;6;reported;3522;5930;2408;-475;-1162;247
El Salvador;SLV;2020;7;reported;3529;8467;4938;4463;3685;5267
El Salvador;SLV;2020;8;reported;3512;5210;1698;6161;5334;7006
El Salvador;SLV;2020;9;predicted;3492;3994;501;6663;5299;8226
El Salvador;SLV;2020;10;predicted;3456;3887;431;7094;5322;9123
El Salvador;SLV;2020;11;predicted;3425;3851;426;7520;5319;9890
El Salvador;SLV;2020;12;predicted;3382;4054;672;8192;5480;11053
El Salvador;SLV;2021;1;predicted;3388;4300;912;9104;5859;12607
El Salvador;SLV;2021;2;predicted;3379;4181;802;9905;6220;13603
El Salvador;SLV;2021;3;predicted;3385;4103;718;10624;6483;14800
El Salvador;SLV;2021;4;predicted;3424;4118;694;11318;6993;15898
El Salvador;SLV;2021;5;predicted;3461;4194;732;12050;7322;16852
El Salvador;SLV;2021;6;predicted;3495;4226;731;12782;7622;18120
El Salvador;SLV;2021;7;predicted;3507;4406;900;13681;8174;19550
El Salvador;SLV;2021;8;predicted;3507;4524;1017;14698;8838;20940
El Salvador;SLV;2021;9;predicted;3475;4515;1039;15738;9427;22459
El Salvador;SLV;2021;10;predicted;3450;4434;984;16721;10187;24096
El Salvador;SLV;2021;11;predicted;3413;3915;502;17224;10248;25500
El Salvador;SLV;2021;12;predicted;3378;3655;277;17501;10196;25754
San Marino;SMR;2020;1;reported;21;23;2;2;-1;4
San Marino;SMR;2020;2;reported;21;26;5;6;2;10
San Marino;SMR;2020;3;reported;21;50;29;35;30;39
San Marino;SMR;2020;4;reported;21;31;10;45;39;50
San Marino;SMR;2020;5;reported;21;25;4;48;42;54
San Marino;SMR;2020;6;reported;21;29;8;56;49;63
San Marino;SMR;2020;7;reported;21;24;3;59;52;66
San Marino;SMR;2020;8;reported;21;21;0;59;51;67
San Marino;SMR;2020;9;reported;21;18;-3;55;47;64
San Marino;SMR;2020;10;reported;21;25;4;59;50;68
San Marino;SMR;2020;11;reported;21;26;5;64;54;74
San Marino;SMR;2020;12;reported;21;45;24;87;77;97
San Marino;SMR;2021;1;reported;21;22;1;88;77;98
San Marino;SMR;2021;2;reported;21;32;11;98;88;109
San Marino;SMR;2021;3;reported;21;36;15;113;101;124
San Marino;SMR;2021;4;reported;22;28;6;119;107;132
San Marino;SMR;2021;5;reported;21;21;0;119;105;131
San Marino;SMR;2021;6;reported;21;20;-1;118;103;131
San Marino;SMR;2021;7;reported;21;24;3;120;106;133
San Marino;SMR;2021;8;reported;21;22;1;121;106;135
San Marino;SMR;2021;9;reported;21;23;2;122;107;137
San Marino;SMR;2021;10;reported;21;26;5;127;112;142
San Marino;SMR;2021;11;reported;21;23;2;129;113;144
San Marino;SMR;2021;12;reported;22;35;13;142;126;158
Somalia;SOM;2020;1;predicted;14233;14513;280;280;-3294;4552
Somalia;SOM;2020;2;predicted;14203;14268;65;345;-4934;6263
Somalia;SOM;2020;3;predicted;14054;14213;160;505;-6093;7706
Somalia;SOM;2020;4;predicted;14014;14115;101;606;-6742;8528
Somalia;SOM;2020;5;predicted;13976;14914;937;1543;-6657;10427
Somalia;SOM;2020;6;predicted;13996;15059;1063;2606;-7342;12409
Somalia;SOM;2020;7;predicted;14052;14906;855;3461;-7261;13939
Somalia;SOM;2020;8;predicted;14064;14855;792;4253;-7733;15973
Somalia;SOM;2020;9;predicted;14037;14649;612;4865;-7890;18076
Somalia;SOM;2020;10;predicted;14089;14319;230;5095;-8040;18859
Somalia;SOM;2020;11;predicted;14174;14450;276;5370;-8155;19943
Somalia;SOM;2020;12;predicted;14228;14732;504;5874;-8851;22035
Somalia;SOM;2021;1;predicted;14174;14695;522;6395;-9406;23191
Somalia;SOM;2021;2;predicted;14139;16178;2039;8435;-6605;25514
Somalia;SOM;2021;3;predicted;13995;16817;2822;11256;-4095;28767
Somalia;SOM;2021;4;predicted;13952;16595;2644;13900;-1903;32758
Somalia;SOM;2021;5;predicted;13917;15799;1882;15782;-912;35251
Somalia;SOM;2021;6;predicted;13929;15076;1147;16929;-644;36127
Somalia;SOM;2021;7;predicted;13991;15167;1176;18105;1022;38031
Somalia;SOM;2021;8;predicted;14003;16260;2257;20362;3211;40394
Somalia;SOM;2021;9;predicted;13974;15785;1811;22173;3866;42989
Somalia;SOM;2021;10;predicted;14029;15099;1070;23243;4461;45407
Somalia;SOM;2021;11;predicted;14109;15370;1261;24504;4989;46066
Somalia;SOM;2021;12;predicted;14168;15134;967;25471;5205;46988
Serbia;SRB;2020;1;reported;9217;9886;669;669;205;1098
Serbia;SRB;2020;2;reported;9263;9205;-58;611;-56;1266
Serbia;SRB;2020;3;reported;8912;9050;138;749;-56;1590
Serbia;SRB;2020;4;reported;8412;8710;298;1047;166;1966
Serbia;SRB;2020;5;reported;8002;7943;-59;988;-61;2017
Serbia;SRB;2020;6;reported;7743;8222;479;1467;347;2609
Serbia;SRB;2020;7;reported;7658;9959;2301;3768;2582;4943
Serbia;SRB;2020;8;reported;7575;8626;1051;4819;3509;6206
Serbia;SRB;2020;9;reported;7626;7646;20;4838;3443;6289
Serbia;SRB;2020;10;reported;8017;8580;563;5401;3980;6825
Serbia;SRB;2020;11;reported;8550;11914;3364;8765;7315;10281
Serbia;SRB;2020;12;reported;9150;17109;7959;16724;15062;18306
Serbia;SRB;2021;1;reported;9148;10417;1268;17993;16249;19707
Serbia;SRB;2021;2;reported;9198;10166;968;18960;17084;20764
Serbia;SRB;2021;3;reported;8845;12952;4107;23067;21094;25055
Serbia;SRB;2021;4;reported;8353;12659;4306;27373;25425;29344
Serbia;SRB;2021;5;reported;7944;10525;2581;29954;27776;31956
Serbia;SRB;2021;6;reported;7712;9098;1386;31340;29039;33402
Serbia;SRB;2021;7;reported;7608;8417;809;32149;29834;34357
Serbia;SRB;2021;8;reported;7515;8447;932;33081;30732;35302
Serbia;SRB;2021;9;reported;7579;11032;3453;36534;34180;38850
Serbia;SRB;2021;10;reported;7968;14666;6698;43232;40865;45635
Serbia;SRB;2021;11;reported;8485;15113;6628;49861;47403;52201
Serbia;SRB;2021;12;reported;9103;12409;3306;53166;50673;55685
South Sudan;SSD;2020;1;predicted;7600;7810;209;209;-1618;2636
South Sudan;SSD;2020;2;predicted;7507;7489;-19;191;-2436;3264
South Sudan;SSD;2020;3;predicted;7392;7112;-280;-89;-3206;3767
South Sudan;SSD;2020;4;predicted;7442;6818;-625;-714;-4375;3779
South Sudan;SSD;2020;5;predicted;7468;7543;75;-639;-4842;4072
South Sudan;SSD;2020;6;predicted;7563;8003;441;-199;-4672;4759
South Sudan;SSD;2020;7;predicted;7583;8012;430;231;-4733;5890
South Sudan;SSD;2020;8;predicted;7604;7964;360;591;-5093;6763
South Sudan;SSD;2020;9;predicted;7577;7823;247;837;-5122;7462
South Sudan;SSD;2020;10;predicted;7530;7669;139;976;-5585;7673
South Sudan;SSD;2020;11;predicted;7547;7527;-20;956;-5633;7679
South Sudan;SSD;2020;12;predicted;7510;7638;128;1084;-6007;7754
South Sudan;SSD;2021;1;predicted;7543;7630;88;1172;-5866;8470
South Sudan;SSD;2021;2;predicted;7454;8330;875;2047;-4912;9765
South Sudan;SSD;2021;3;predicted;7333;7957;624;2671;-4625;10828
South Sudan;SSD;2021;4;predicted;7388;7482;94;2765;-5056;11199
South Sudan;SSD;2021;5;predicted;7417;7358;-59;2706;-5007;11778
South Sudan;SSD;2021;6;predicted;7512;7805;293;2999;-5032;11865
South Sudan;SSD;2021;7;predicted;7532;7892;359;3359;-5292;12153
South Sudan;SSD;2021;8;predicted;7556;7730;174;3533;-5380;13066
South Sudan;SSD;2021;9;predicted;7531;7937;405;3938;-5264;13598
South Sudan;SSD;2021;10;predicted;7480;7724;245;4183;-5461;14346
South Sudan;SSD;2021;11;predicted;7501;7624;123;4306;-5633;14745
South Sudan;SSD;2021;12;predicted;7455;7988;533;4839;-5034;15218
Sao Tome and Principe;STP;2020;1;predicted;82;84;2;2;-25;33
Sao Tome and Principe;STP;2020;2;predicted;82;83;1;3;-35;46
Sao Tome and Principe;STP;2020;3;predicted;82;84;2;5;-44;60
Sao Tome and Principe;STP;2020;4;predicted;82;85;3;8;-49;68
Sao Tome and Principe;STP;2020;5;predicted;83;117;34;42;-28;113
Sao Tome and Principe;STP;2020;6;predicted;83;83;-1;41;-33;124
Sao Tome and Principe;STP;2020;7;predicted;84;90;6;47;-32;136
Sao Tome and Principe;STP;2020;8;predicted;84;82;-1;46;-37;140
Sao Tome and Principe;STP;2020;9;predicted;83;84;0;46;-38;142
Sao Tome and Principe;STP;2020;10;predicted;83;86;3;49;-43;147
Sao Tome and Principe;STP;2020;11;predicted;83;86;3;53;-45;156
Sao Tome and Principe;STP;2020;12;predicted;83;84;1;54;-50;163
Sao Tome and Principe;STP;2021;1;predicted;82;83;1;55;-53;171
Sao Tome and Principe;STP;2021;2;predicted;82;102;20;75;-41;193
Sao Tome and Principe;STP;2021;3;predicted;83;98;16;91;-28;217
Sao Tome and Principe;STP;2021;4;predicted;83;86;3;94;-31;221
Sao Tome and Principe;STP;2021;5;predicted;83;88;6;100;-25;235
Sao Tome and Principe;STP;2021;6;predicted;84;82;-2;98;-33;239
Sao Tome and Principe;STP;2021;7;predicted;84;84;0;97;-40;243
Sao Tome and Principe;STP;2021;8;predicted;84;82;-2;95;-45;236
Sao Tome and Principe;STP;2021;9;predicted;83;101;18;113;-26;266
Sao Tome and Principe;STP;2021;10;predicted;83;93;9;123;-17;277
Sao Tome and Principe;STP;2021;11;predicted;83;83;0;122;-20;275
Sao Tome and Principe;STP;2021;12;predicted;83;88;5;127;-20;285
Suriname;SUR;2020;1;reported;357;365;8;8;-10;27
Suriname;SUR;2020;2;reported;357;387;30;38;14;63
Suriname;SUR;2020;3;reported;358;340;-18;20;-10;50
Suriname;SUR;2020;4;reported;358;314;-44;-23;-61;12
Suriname;SUR;2020;5;reported;358;307;-51;-75;-116;-37
Suriname;SUR;2020;6;reported;360;363;3;-71;-119;-27
Suriname;SUR;2020;7;reported;360;374;14;-57;-109;-9
Suriname;SUR;2020;8;reported;360;440;80;23;-35;74
Suriname;SUR;2020;9;reported;361;402;41;64;5;122
Suriname;SUR;2020;10;reported;362;388;26;90;26;152
Suriname;SUR;2020;11;reported;362;342;-20;70;2;141
