Country;iso3;year;month;type;expected.mean;acm.mean;excess.mean*;cumul.excess.mean*;cumul.excess.low*;cumul.excess.high*
Afghanistan;AFG;2020;1;predicted;23088;23425;337;337;-5113;7462
Afghanistan;AFG;2020;2;predicted;22412;22461;49;386;-7458;9907
Afghanistan;AFG;2020;3;predicted;21921;20939;-982;-596;-10256;10303
Afghanistan;AFG;2020;4;predicted;21207;20137;-1071;-1667;-13096;10996
Afghanistan;AFG;2020;5;predicted;20485;21559;1074;-593;-13315;14424
Afghanistan;AFG;2020;6;predicted;19873;23753;3879;3287;-10646;18776
Afghanistan;AFG;2020;7;predicted;19623;24605;4981;8268;-7219;26141
Afghanistan;AFG;2020;8;predicted;19777;23194;3417;11685;-4424;30664
Afghanistan;AFG;2020;9;predicted;20540;23147;2607;14293;-3242;34630
Afghanistan;AFG;2020;10;predicted;21381;24526;3145;17438;-1574;38157
Afghanistan;AFG;2020;11;predicted;22260;27087;4827;22265;1965;45445
Afghanistan;AFG;2020;12;predicted;22982;27671;4689;26954;4792;51031
Afghanistan;AFG;2021;1;predicted;23145;25548;2403;29357;6036;54006
Afghanistan;AFG;2021;2;predicted;22442;23130;688;30045;7230;55261
Afghanistan;AFG;2021;3;predicted;21946;22786;841;30886;5632;58318
Afghanistan;AFG;2021;4;predicted;21261;23741;2480;33366;8311;62380
Afghanistan;AFG;2021;5;predicted;20524;23869;3345;36711;10643;66496
Afghanistan;AFG;2021;6;predicted;19904;26549;6645;43356;16069;73034
Afghanistan;AFG;2021;7;predicted;19664;26299;6636;49992;21577;80788
Afghanistan;AFG;2021;8;predicted;19807;24793;4986;54978;24182;86926
Afghanistan;AFG;2021;9;predicted;20580;23499;2919;57896;26556;89832
Afghanistan;AFG;2021;10;predicted;21425;24277;2852;60749;28956;94717
Afghanistan;AFG;2021;11;predicted;22308;24972;2664;63413;31435;98062
Afghanistan;AFG;2021;12;predicted;23024;25344;2320;65733;32746;100858
Angola;AGO;2020;1;predicted;18968;19760;792;792;-3698;6907
Angola;AGO;2020;2;predicted;18944;19103;160;952;-5887;8538
Angola;AGO;2020;3;predicted;18953;18857;-96;856;-7395;10173
Angola;AGO;2020;4;predicted;19004;17034;-1969;-1114;-10921;9041
Angola;AGO;2020;5;predicted;19188;18030;-1158;-2272;-12735;8897
Angola;AGO;2020;6;predicted;19477;18642;-835;-3107;-14436;9151
Angola;AGO;2020;7;predicted;19503;19481;-22;-3129;-14921;10082
Angola;AGO;2020;8;predicted;19271;20033;761;-2368;-15476;11500
Angola;AGO;2020;9;predicted;19038;20154;1116;-1251;-15461;14307
Angola;AGO;2020;10;predicted;18912;19512;599;-652;-15325;15497
Angola;AGO;2020;11;predicted;18962;19622;660;8;-16580;16731
Angola;AGO;2020;12;predicted;18979;19524;545;553;-16952;17782
Angola;AGO;2021;1;predicted;19004;19878;874;1427;-17228;20181
Angola;AGO;2021;2;predicted;18982;19903;921;2348;-17995;22301
Angola;AGO;2021;3;predicted;18993;19569;576;2924;-18432;23611
Angola;AGO;2021;4;predicted;19037;19225;188;3113;-17879;24881
Angola;AGO;2021;5;predicted;19235;20462;1228;4341;-17467;28185
Angola;AGO;2021;6;predicted;19518;20145;627;4967;-17393;29161
Angola;AGO;2021;7;predicted;19534;20435;901;5868;-17598;30465
Angola;AGO;2021;8;predicted;19316;20532;1216;7085;-15845;31724
Angola;AGO;2021;9;predicted;19071;20327;1257;8341;-16657;33194
Angola;AGO;2021;10;predicted;18942;19600;658;8999;-16235;34939
Angola;AGO;2021;11;predicted;18998;19462;465;9463;-16229;36958
Angola;AGO;2021;12;predicted;19015;20548;1532;10996;-16157;37400
Albania;ALB;2020;1;reported;2143;2187;44;44;-88;169
Albania;ALB;2020;2;reported;2030;2018;-12;32;-152;223
Albania;ALB;2020;3;reported;1910;1993;83;115;-109;362
Albania;ALB;2020;4;reported;1745;1804;59;174;-78;441
Albania;ALB;2020;5;reported;1657;1803;146;319;44;610
Albania;ALB;2020;6;reported;1634;1779;145;464;158;797
Albania;ALB;2020;7;reported;1706;2166;460;924;587;1257
Albania;ALB;2020;8;reported;1653;2476;823;1746;1389;2091
Albania;ALB;2020;9;reported;1552;1982;430;2176;1806;2523
Albania;ALB;2020;10;reported;1610;2403;793;2970;2582;3349
Albania;ALB;2020;11;reported;1815;3854;2039;5009;4591;5414
Albania;ALB;2020;12;reported;2133;3140;1007;6016;5555;6458
Albania;ALB;2021;1;reported;2134;3002;867;6883;6412;7338
Albania;ALB;2021;2;reported;2028;3773;1745;8628;8123;9110
Albania;ALB;2021;3;reported;1900;3447;1546;10174;9643;10684
Albania;ALB;2021;4;reported;1734;2419;685;10859;10330;11423
Albania;ALB;2021;5;reported;1643;1874;230;11090;10540;11651
Albania;ALB;2021;6;reported;1628;1822;194;11284;10707;11858
Albania;ALB;2021;7;reported;1700;1820;120;11404;10802;11972
Albania;ALB;2021;8;reported;1655;2080;425;11830;11245;12429
Albania;ALB;2021;9;reported;1537;2506;969;12799;12176;13421
Albania;ALB;2021;10;reported;1601;2559;958;13756;13150;14389
Albania;ALB;2021;11;reported;1805;2506;700;14457;13836;15124
Albania;ALB;2021;12;reported;2127;2772;645;15102;14443;15781
Andorra;AND;2020;1;reported;55;63;8;8;0;16
Andorra;AND;2020;2;reported;54;68;14;22;10;32
Andorra;AND;2020;3;reported;52;74;22;44;29;58
Andorra;AND;2020;4;reported;48;111;63;106;90;122
Andorra;AND;2020;5;reported;46;66;20;126;108;143
Andorra;AND;2020;6;reported;46;48;2;129;108;148
Andorra;AND;2020;7;reported;46;53;7;136;112;157
Andorra;AND;2020;8;reported;47;35;-12;124;99;145
Andorra;AND;2020;9;reported;48;50;2;125;101;148
Andorra;AND;2020;10;reported;51;94;43;169;144;194
Andorra;AND;2020;11;reported;53;35;-18;150;122;178
Andorra;AND;2020;12;reported;55;76;21;171;141;199
Andorra;AND;2021;1;reported;56;96;40;211;181;242
Andorra;AND;2021;2;reported;56;66;10;221;187;253
Andorra;AND;2021;3;reported;54;48;-6;216;180;249
Andorra;AND;2021;4;reported;50;79;29;245;209;280
Andorra;AND;2021;5;reported;47;59;12;257;219;294
Andorra;AND;2021;6;reported;47;35;-12;245;205;282
Andorra;AND;2021;7;reported;47;53;6;251;210;289
Andorra;AND;2021;8;reported;48;52;4;255;214;295
Andorra;AND;2021;9;reported;49;48;-1;253;211;294
Andorra;AND;2021;10;reported;52;50;-2;252;209;293
Andorra;AND;2021;11;reported;55;48;-7;245;201;287
Andorra;AND;2021;12;reported;57;78;21;265;222;310
United Arab Emirates;ARE;2020;1;reported;1567;1467;-101;-101;-155;-44
United Arab Emirates;ARE;2020;2;reported;1565;1318;-247;-347;-437;-258
United Arab Emirates;ARE;2020;3;reported;1525;1289;-236;-583;-696;-472
United Arab Emirates;ARE;2020;4;reported;1471;2107;636;52;-75;181
United Arab Emirates;ARE;2020;5;reported;1439;3164;1724;1776;1623;1924
United Arab Emirates;ARE;2020;6;reported;1434;2101;667;2443;2280;2600
United Arab Emirates;ARE;2020;7;reported;1434;1548;114;2557;2385;2732
United Arab Emirates;ARE;2020;8;reported;1433;1491;58;2615;2430;2797
United Arab Emirates;ARE;2020;9;reported;1445;1429;-16;2599;2393;2790
United Arab Emirates;ARE;2020;10;reported;1476;1425;-51;2548;2335;2753
United Arab Emirates;ARE;2020;11;reported;1537;1617;80;2628;2411;2842
United Arab Emirates;ARE;2020;12;reported;1581;1548;-33;2595;2363;2839
United Arab Emirates;ARE;2021;1;predicted;1585;1674;89;2684;2182;3272
United Arab Emirates;ARE;2021;2;predicted;1581;1719;139;2822;2083;3628
United Arab Emirates;ARE;2021;3;predicted;1539;1686;147;2969;2042;4052
United Arab Emirates;ARE;2021;4;predicted;1482;1590;107;3077;2004;4315
United Arab Emirates;ARE;2021;5;predicted;1453;1626;173;3250;2004;4602
United Arab Emirates;ARE;2021;6;predicted;1448;1716;268;3517;2198;5042
United Arab Emirates;ARE;2021;7;predicted;1445;1775;330;3847;2309;5546
United Arab Emirates;ARE;2021;8;predicted;1448;1749;301;4148;2517;6013
United Arab Emirates;ARE;2021;9;predicted;1459;1694;235;4383;2667;6373
United Arab Emirates;ARE;2021;10;predicted;1490;1659;169;4552;2721;6705
United Arab Emirates;ARE;2021;11;predicted;1547;1673;125;4677;2730;7040
United Arab Emirates;ARE;2021;12;predicted;1602;1769;168;4845;2723;7340
Argentina;ARG;2020;1;reported;26282;25840;-442;-442;-1320;454
Argentina;ARG;2020;2;reported;24623;24375;-248;-690;-1981;605
Argentina;ARG;2020;3;reported;25467;26042;575;-116;-1818;1598
Argentina;ARG;2020;4;reported;26383;24911;-1472;-1588;-3921;512
Argentina;ARG;2020;5;reported;29399;26897;-2503;-4091;-6734;-1682
Argentina;ARG;2020;6;reported;33103;28335;-4769;-8860;-11950;-6018
Argentina;ARG;2020;7;reported;34286;35310;1023;-7837;-11217;-4522
Argentina;ARG;2020;8;reported;32030;37192;5162;-2675;-6406;901
Argentina;ARG;2020;9;reported;29501;40513;11012;8337;4788;12094
Argentina;ARG;2020;10;reported;27835;40911;13075;21412;17412;25469
Argentina;ARG;2020;11;reported;26236;34865;8628;30040;25847;34263
Argentina;ARG;2020;12;reported;26242;32043;5800;35841;31428;40197
Argentina;ARG;2021;1;reported;26275;34698;8420;44261;39657;48820
Argentina;ARG;2021;2;reported;24626;29482;4854;49115;44281;53760
Argentina;ARG;2021;3;reported;25491;32055;6562;55677;50884;60644
Argentina;ARG;2021;4;reported;26360;40056;13693;69370;64380;74511
Argentina;ARG;2021;5;reported;29389;51612;22221;91591;86483;96921
Argentina;ARG;2021;6;reported;33133;51214;18079;109669;104627;115307
Argentina;ARG;2021;7;reported;34296;44006;9708;119377;113918;125390
Argentina;ARG;2021;8;reported;32003;37125;5119;124496;118708;130781
Argentina;ARG;2021;9;reported;29506;29428;-80;124416;118795;130751
Argentina;ARG;2021;10;reported;27831;28978;1144;125560;119625;132340
Argentina;ARG;2021;11;reported;26217;27041;822;126382;120315;133234
Argentina;ARG;2021;12;reported;26265;26546;278;126660;120086;133331
Armenia;ARM;2020;1;reported;2411;2567;154;154;26;269
Armenia;ARM;2020;2;reported;2297;2434;135;289;103;467
Armenia;ARM;2020;3;reported;2234;2288;53;342;114;563
Armenia;ARM;2020;4;reported;2116;2156;38;380;132;632
Armenia;ARM;2020;5;reported;2068;2103;34;414;119;698
Armenia;ARM;2020;6;reported;1985;2869;882;1296;1003;1598
Armenia;ARM;2020;7;reported;1990;2719;727;2023;1700;2347
Armenia;ARM;2020;8;reported;1904;2106;201;2224;1893;2561
Armenia;ARM;2020;9;reported;1770;2042;270;2494;2156;2858
Armenia;ARM;2020;10;reported;1943;3632;1687;4182;3807;4589
Armenia;ARM;2020;11;reported;2193;6060;3866;8047;7602;8456
Armenia;ARM;2020;12;reported;2357;4395;2036;10084;9622;10505
Armenia;ARM;2021;1;reported;2355;3013;656;10740;10253;11191
Armenia;ARM;2021;2;reported;2247;2418;169;10909;10412;11391
Armenia;ARM;2021;3;reported;2185;2836;649;11558;11044;12070
Armenia;ARM;2021;4;reported;2070;3361;1289;12846;12303;13369
Armenia;ARM;2021;5;reported;2020;2633;611;13458;12876;14003
Armenia;ARM;2021;6;reported;1940;2290;348;13805;13221;14373
Armenia;ARM;2021;7;reported;1944;2247;301;14106;13516;14694
Armenia;ARM;2021;8;reported;1858;2241;381;14487;13861;15073
Armenia;ARM;2021;9;reported;1732;2559;825;15312;14683;15898
Armenia;ARM;2021;10;reported;1898;3462;1562;16873;16225;17467
Armenia;ARM;2021;11;reported;2146;4577;2429;19303;18649;19899
Armenia;ARM;2021;12;reported;2302;3001;697;20000;19339;20640
Antigua and Barbuda;ATG;2020;1;reported;52;50;-2;-2;-7;3
Antigua and Barbuda;ATG;2020;2;reported;52;47;-5;-7;-15;0
Antigua and Barbuda;ATG;2020;3;reported;52;60;8;0;-9;10
Antigua and Barbuda;ATG;2020;4;reported;52;49;-4;-3;-14;8
Antigua and Barbuda;ATG;2020;5;reported;53;52;-1;-4;-17;9
Antigua and Barbuda;ATG;2020;6;reported;53;42;-11;-15;-29;-1
Antigua and Barbuda;ATG;2020;7;reported;53;46;-7;-22;-37;-7
Antigua and Barbuda;ATG;2020;8;reported;53;44;-9;-31;-48;-14
Antigua and Barbuda;ATG;2020;9;reported;53;45;-8;-40;-58;-21
Antigua and Barbuda;ATG;2020;10;reported;53;50;-3;-43;-62;-24
Antigua and Barbuda;ATG;2020;11;reported;54;49;-5;-48;-69;-28
Antigua and Barbuda;ATG;2020;12;reported;54;40;-14;-62;-84;-41
Antigua and Barbuda;ATG;2021;1;reported;54;56;2;-60;-83;-38
Antigua and Barbuda;ATG;2021;2;reported;54;68;14;-46;-71;-23
Antigua and Barbuda;ATG;2021;3;reported;54;55;1;-45;-71;-21
Antigua and Barbuda;ATG;2021;4;reported;54;50;-4;-49;-78;-23
Antigua and Barbuda;ATG;2021;5;reported;55;46;-9;-58;-88;-32
Antigua and Barbuda;ATG;2021;6;reported;55;39;-16;-74;-104;-45
Antigua and Barbuda;ATG;2021;7;reported;55;55;0;-74;-106;-45
Antigua and Barbuda;ATG;2021;8;reported;55;47;-8;-82;-116;-52
Antigua and Barbuda;ATG;2021;9;reported;55;104;49;-33;-67;-1
Antigua and Barbuda;ATG;2021;10;reported;55;26;-29;-62;-98;-30
Antigua and Barbuda;ATG;2021;11;reported;56;64;8;-54;-89;-21
Antigua and Barbuda;ATG;2021;12;reported;56;39;-17;-70;-107;-36
Australia;AUS;2020;1;reported;12990;12995;4;4;-254;273
Australia;AUS;2020;2;reported;11923;12489;565;570;168;953
Australia;AUS;2020;3;reported;12987;13573;585;1155;647;1685
Australia;AUS;2020;4;reported;13061;13301;239;1394;739;2057
Australia;AUS;2020;5;reported;14067;14005;-63;1330;584;2066
Australia;AUS;2020;6;reported;14372;13285;-1088;243;-579;1079
Australia;AUS;2020;7;reported;15492;14433;-1060;-817;-1712;102
Australia;AUS;2020;8;reported;15791;14902;-890;-1708;-2698;-723
Australia;AUS;2020;9;reported;14802;13673;-1130;-2837;-3934;-1801
Australia;AUS;2020;10;reported;14104;13437;-668;-3505;-4666;-2413
Australia;AUS;2020;11;reported;13110;13048;-63;-3568;-4796;-2457
Australia;AUS;2020;12;reported;13096;13498;401;-3167;-4414;-2018
Australia;AUS;2021;1;reported;13119;13358;238;-2929;-4210;-1738
Australia;AUS;2021;2;reported;12049;12022;-27;-2956;-4309;-1805
Australia;AUS;2021;3;reported;13110;13644;533;-2423;-3841;-1169
Australia;AUS;2021;4;reported;13190;13566;376;-2048;-3487;-719
Australia;AUS;2021;5;reported;14210;15032;821;-1227;-2706;137
Australia;AUS;2021;6;reported;14511;14900;388;-838;-2451;590
Australia;AUS;2021;7;reported;15646;15890;243;-595;-2168;959
Australia;AUS;2021;8;reported;15950;15356;-594;-1190;-2779;451
Australia;AUS;2021;9;reported;14939;14785;-154;-1344;-3026;403
Australia;AUS;2021;10;reported;14244;14958;714;-630;-2346;1159
Australia;AUS;2021;11;reported;13235;14020;785;154;-1640;1976
Australia;AUS;2021;12;reported;13231;14481;1249;1404;-354;3178
Austria;AUT;2020;1;reported;7499;7789;289;289;4;604
Austria;AUT;2020;2;reported;7581;7171;-411;-122;-638;345
Austria;AUT;2020;3;reported;7326;7804;478;356;-284;983
Austria;AUT;2020;4;reported;6755;7207;451;808;84;1503
Austria;AUT;2020;5;reported;6371;6514;143;950;167;1699
Austria;AUT;2020;6;reported;6234;6223;-11;939;65;1774
Austria;AUT;2020;7;reported;6350;6459;109;1048;122;1932
Austria;AUT;2020;8;reported;6365;6637;271;1319;333;2309
Austria;AUT;2020;9;reported;6325;6628;302;1622;620;2688
Austria;AUT;2020;10;reported;6552;7519;966;2588;1578;3671
Austria;AUT;2020;11;reported;6909;9749;2840;5428;4320;6561
Austria;AUT;2020;12;reported;7519;10179;2660;8087;6897;9294
Austria;AUT;2021;1;reported;7507;8707;1200;9287;8071;10542
Austria;AUT;2021;2;reported;7597;6979;-618;8669;7257;9964
Austria;AUT;2021;3;reported;7347;7424;77;8746;7357;10108
Austria;AUT;2021;4;reported;6778;7264;486;9231;7746;10666
Austria;AUT;2021;5;reported;6389;6976;587;9818;8287;11300
Austria;AUT;2021;6;reported;6237;6825;588;10406;8806;11929
Austria;AUT;2021;7;reported;6357;6668;310;10717;9121;12269
Austria;AUT;2021;8;reported;6385;6923;538;11255;9606;12953
Austria;AUT;2021;9;reported;6336;6843;507;11762;10059;13413
Austria;AUT;2021;10;reported;6576;7558;982;12744;11062;14487
Austria;AUT;2021;11;reported;6943;8887;1944;14688;12911;16449
Austria;AUT;2021;12;reported;7525;8810;1285;15974;14131;17798
Azerbaijan;AZE;2020;1;reported;5779;5811;-681;-681;-957;-426
Azerbaijan;AZE;2020;2;reported;5545;5656;-602;-1283;-1685;-867
Azerbaijan;AZE;2020;3;reported;5336;6502;452;-831;-1366;-309
Azerbaijan;AZE;2020;4;reported;5846;5064;-1495;-2325;-2906;-1720
Azerbaijan;AZE;2020;5;reported;5364;4820;-1257;-3582;-4251;-2850
Azerbaijan;AZE;2020;6;reported;4852;6963;1397;-2185;-2911;-1421
Azerbaijan;AZE;2020;7;reported;5484;7196;999;-1185;-1954;-399
Azerbaijan;AZE;2020;8;reported;5201;5668;-246;-1432;-2304;-568
Azerbaijan;AZE;2020;9;reported;4707;5074;-346;-1778;-2668;-901
Azerbaijan;AZE;2020;10;reported;5074;6482;695;-1084;-2025;-222
Azerbaijan;AZE;2020;11;reported;5327;9405;3365;2282;1284;3251
Azerbaijan;AZE;2020;12;reported;5807;16278;9758;12039;11039;13016
Azerbaijan;AZE;2021;1;reported;5811;8949;3133;15173;14127;16248
Azerbaijan;AZE;2021;2;reported;5580;6023;438;15611;14537;16717
Azerbaijan;AZE;2021;3;reported;5373;6372;994;16605;15455;17789
Azerbaijan;AZE;2021;4;reported;5861;8307;2442;19047;17885;20301
Azerbaijan;AZE;2021;5;reported;5386;6101;710;19757;18439;21044
Azerbaijan;AZE;2021;6;reported;4887;5835;943;20700;19387;22032
Azerbaijan;AZE;2021;7;reported;5501;5710;205;20905;19551;22243
Azerbaijan;AZE;2021;8;reported;5237;7295;2053;22958;21595;24298
Azerbaijan;AZE;2021;9;reported;4734;8464;3726;26684;25304;28117
Azerbaijan;AZE;2021;10;reported;5090;6711;1617;28301;26909;29805
Azerbaijan;AZE;2021;11;reported;5366;8543;3172;31473;30021;32959
Azerbaijan;AZE;2021;12;reported;5837;7989;2147;33621;32122;35240
Burundi;BDI;2020;1;predicted;6436;6621;184;184;-1515;2195
Burundi;BDI;2020;2;predicted;6456;6404;-52;132;-2152;2820
Burundi;BDI;2020;3;predicted;6445;6410;-35;97;-2767;3370
Burundi;BDI;2020;4;predicted;6464;6377;-87;10;-3383;3641
Burundi;BDI;2020;5;predicted;6436;6329;-106;-97;-3742;3825
Burundi;BDI;2020;6;predicted;6458;6263;-194;-291;-4404;4078
Burundi;BDI;2020;7;predicted;6454;6194;-260;-551;-4855;4244
Burundi;BDI;2020;8;predicted;6427;6369;-58;-609;-5104;4392
Burundi;BDI;2020;9;predicted;6385;6433;48;-561;-5454;4848
Burundi;BDI;2020;10;predicted;6386;6405;19;-542;-5763;5172
Burundi;BDI;2020;11;predicted;6438;6548;110;-432;-6028;5814
Burundi;BDI;2020;12;predicted;6427;6587;159;-273;-5898;6028
Burundi;BDI;2021;1;predicted;6469;6690;221;-52;-5992;6650
Burundi;BDI;2021;2;predicted;6503;6835;332;280;-5877;7279
Burundi;BDI;2021;3;predicted;6487;6945;459;739;-5663;8410
Burundi;BDI;2021;4;predicted;6509;6741;232;971;-5844;8680
Burundi;BDI;2021;5;predicted;6489;6740;251;1222;-5992;9268
Burundi;BDI;2021;6;predicted;6500;6970;470;1692;-5783;10070
Burundi;BDI;2021;7;predicted;6494;6983;488;2181;-5619;10417
Burundi;BDI;2021;8;predicted;6455;6723;268;2448;-5596;10954
Burundi;BDI;2021;9;predicted;6430;6613;183;2632;-5537;11356
Burundi;BDI;2021;10;predicted;6429;6470;41;2672;-5835;11831
Burundi;BDI;2021;11;predicted;6470;6546;76;2749;-6003;12255
Burundi;BDI;2021;12;predicted;6469;6706;237;2986;-6093;12457
Belgium;BEL;2020;1;reported;10026;10185;32;32;-355;423
Belgium;BEL;2020;2;reported;10278;9378;-1027;-995;-1623;-360
Belgium;BEL;2020;3;reported;10039;11668;1502;507;-235;1325
Belgium;BEL;2020;4;reported;9110;15294;6057;6564;5670;7493
Belgium;BEL;2020;5;reported;8591;9538;820;7384;6403;8375
Belgium;BEL;2020;6;reported;8278;7993;-412;6973;5930;8062
Belgium;BEL;2020;7;reported;8362;8005;-484;6489;5361;7607
Belgium;BEL;2020;8;reported;8238;9848;1483;7971;6784;9144
Belgium;BEL;2020;9;reported;8169;8189;-107;7864;6594;9134
Belgium;BEL;2020;10;reported;8538;10756;2091;9955;8621;11329
Belgium;BEL;2020;11;reported;9045;14048;4876;14830;13418;16220
Belgium;BEL;2020;12;reported;10009;11846;1710;16540;15004;17962
Belgium;BEL;2021;1;reported;10003;10775;768;17308;15761;18902
Belgium;BEL;2021;2;reported;10266;8952;-1317;15991;14395;17653
Belgium;BEL;2021;3;reported;10010;9336;-678;15313;13625;16981
Belgium;BEL;2021;4;reported;9091;9420;325;15638;13961;17368
Belgium;BEL;2021;5;reported;8559;9262;699;16337;14552;18117
Belgium;BEL;2021;6;reported;8265;8156;-113;16225;14376;18024
Belgium;BEL;2021;7;reported;8333;8456;119;16344;14446;18234
Belgium;BEL;2021;8;reported;8231;8296;61;16405;14390;18331
Belgium;BEL;2021;9;reported;8158;8296;134;16539;14611;18607
Belgium;BEL;2021;10;reported;8530;9768;1234;17774;15784;19902
Belgium;BEL;2021;11;reported;9037;10319;1278;19052;16963;21171
Belgium;BEL;2021;12;reported;9980;11267;1283;20335;18184;22583
Benin;BEN;2020;1;predicted;7885;8181;296;296;-1714;2736
Benin;BEN;2020;2;predicted;7773;7877;105;401;-2630;3782
Benin;BEN;2020;3;predicted;7671;7541;-129;271;-3415;4344
Benin;BEN;2020;4;predicted;7687;7212;-475;-203;-4319;4314
Benin;BEN;2020;5;predicted;7747;7613;-134;-338;-4922;4574
Benin;BEN;2020;6;predicted;7834;8181;347;9;-5127;5457
Benin;BEN;2020;7;predicted;7926;8257;331;341;-5365;6177
Benin;BEN;2020;8;predicted;7960;8148;188;529;-5670;6733
Benin;BEN;2020;9;predicted;7937;8033;96;625;-5835;7154
Benin;BEN;2020;10;predicted;7878;7719;-159;467;-6254;7252
Benin;BEN;2020;11;predicted;7843;7674;-169;297;-6726;7572
Benin;BEN;2020;12;predicted;7845;7732;-113;184;-7756;7388
Benin;BEN;2021;1;predicted;7922;8258;336;521;-7673;8298
Benin;BEN;2021;2;predicted;7805;8547;742;1262;-7102;9290
Benin;BEN;2021;3;predicted;7702;8547;845;2108;-6587;10303
Benin;BEN;2021;4;predicted;7720;8091;371;2478;-6572;10843
Benin;BEN;2021;5;predicted;7782;8120;338;2816;-6332;11553
Benin;BEN;2021;6;predicted;7866;8174;307;3124;-6666;12120
Benin;BEN;2021;7;predicted;7963;8335;373;3497;-6135;13135
Benin;BEN;2021;8;predicted;7997;8350;353;3849;-6058;13438
Benin;BEN;2021;9;predicted;7973;8084;111;3960;-6389;13744
Benin;BEN;2021;10;predicted;7909;7736;-172;3788;-6941;14303
Benin;BEN;2021;11;predicted;7876;7777;-100;3688;-7413;14647
Benin;BEN;2021;12;predicted;7878;8140;262;3950;-7302;15246
Burkina Faso;BFA;2020;1;predicted;12932;13370;438;438;-2756;4376
Burkina Faso;BFA;2020;2;predicted;12717;12820;103;541;-4111;6128
Burkina Faso;BFA;2020;3;predicted;12385;12144;-241;300;-5404;6316
Burkina Faso;BFA;2020;4;predicted;12294;11930;-364;-63;-6912;7442
Burkina Faso;BFA;2020;5;predicted;12368;12582;213;150;-7793;8315
Burkina Faso;BFA;2020;6;predicted;12562;12842;280;430;-7772;9600
Burkina Faso;BFA;2020;7;predicted;12747;12939;192;623;-8825;11059
Burkina Faso;BFA;2020;8;predicted;12862;13104;242;865;-9312;11404
Burkina Faso;BFA;2020;9;predicted;12812;13036;224;1088;-9349;12150
Burkina Faso;BFA;2020;10;predicted;12703;12651;-51;1037;-9563;12610
Burkina Faso;BFA;2020;11;predicted;12753;12474;-279;758;-10924;13312
Burkina Faso;BFA;2020;12;predicted;12763;12917;154;912;-11151;14422
Burkina Faso;BFA;2021;1;predicted;12934;13767;833;1745;-10301;16119
Burkina Faso;BFA;2021;2;predicted;12723;14066;1342;3088;-9841;17438
Burkina Faso;BFA;2021;3;predicted;12384;13405;1021;4109;-9358;18896
Burkina Faso;BFA;2021;4;predicted;12298;13027;729;4837;-9238;20000
Burkina Faso;BFA;2021;5;predicted;12378;13184;806;5643;-9128;20867
Burkina Faso;BFA;2021;6;predicted;12567;13354;787;6431;-8445;22186
Burkina Faso;BFA;2021;7;predicted;12752;13591;839;7270;-7978;23502
Burkina Faso;BFA;2021;8;predicted;12859;13283;424;7694;-8405;24631
Burkina Faso;BFA;2021;9;predicted;12814;13182;368;8062;-8557;25811
Burkina Faso;BFA;2021;10;predicted;12706;12906;200;8262;-8955;26803
Burkina Faso;BFA;2021;11;predicted;12759;12993;234;8496;-9015;26721
Burkina Faso;BFA;2021;12;predicted;12769;13213;444;8940;-9245;27575
Bangladesh;BGD;2020;1;predicted;70785;71245;460;460;-16680;20593
Bangladesh;BGD;2020;2;predicted;69388;67934;-1454;-994;-25712;28759
Bangladesh;BGD;2020;3;predicted;67652;64758;-2894;-3888;-34773;30873
Bangladesh;BGD;2020;4;predicted;66690;63925;-2764;-6652;-41099;34675
Bangladesh;BGD;2020;5;predicted;66430;70726;4297;-2355;-42920;41822
Bangladesh;BGD;2020;6;predicted;66068;78768;12700;10344;-33927;58239
Bangladesh;BGD;2020;7;predicted;66097;81169;15072;25416;-24726;81611
Bangladesh;BGD;2020;8;predicted;65982;79695;13713;39129;-16915;99905
Bangladesh;BGD;2020;9;predicted;65952;74354;8402;47532;-9179;109544
Bangladesh;BGD;2020;10;predicted;66286;71422;5136;52667;-9920;117543
Bangladesh;BGD;2020;11;predicted;68138;73980;5842;58509;-8261;124228
Bangladesh;BGD;2020;12;predicted;70136;76049;5913;64422;-1377;135675
Bangladesh;BGD;2021;1;predicted;72078;74974;2896;67318;-7199;143843
Bangladesh;BGD;2021;2;predicted;70533;70156;-377;66941;-10987;150056
Bangladesh;BGD;2021;3;predicted;68901;71266;2365;69306;-9038;150790
Bangladesh;BGD;2021;4;predicted;67923;79579;11656;80962;-1761;167575
Bangladesh;BGD;2021;5;predicted;67603;72773;5171;86133;810;173791
Bangladesh;BGD;2021;6;predicted;67225;77609;10385;96518;10062;190301
Bangladesh;BGD;2021;7;predicted;67212;91087;23875;120393;35150;214941
Bangladesh;BGD;2021;8;predicted;67186;89114;21928;142321;54815;242184
Bangladesh;BGD;2021;9;predicted;67119;75025;7907;150227;55580;251825
Bangladesh;BGD;2021;10;predicted;67394;70333;2939;153167;60356;252951
Bangladesh;BGD;2021;11;predicted;69378;72701;3323;156490;59771;259296
Bangladesh;BGD;2021;12;predicted;71336;75595;4259;160749;64006;268077
Bulgaria;BGR;2020;1;reported;10151;10107;-44;-44;-476;403
Bulgaria;BGR;2020;2;reported;9558;9389;-169;-214;-864;455
Bulgaria;BGR;2020;3;reported;9361;9145;-216;-430;-1236;378
Bulgaria;BGR;2020;4;reported;8869;8573;-296;-726;-1673;273
Bulgaria;BGR;2020;5;reported;8561;8507;-54;-780;-1800;368
Bulgaria;BGR;2020;6;reported;8295;8318;23;-758;-1947;502
Bulgaria;BGR;2020;7;reported;8336;8947;611;-146;-1398;1138
